SHOW NAME,COUNTRY/REGION,YEAR,EPISODES,RATINGS,SUMMARY,POSTER
STREET DANCE OF CHINA SEASON 2,China,2019,12,8.7,"The four leaders choose street dancers for their team and the team battles through performances. The four captains guard the Chinese style old Beijing street, Guangzhou arcade street, Shanghai Shikumen street and graffiti…",https://i.mydramalist.com/007Yec.jpg
GO FIGHTING! SEASON 5,China,2019,12,8.1,"Go Fighting! is classified as a game-variety-reality show, and the MCs and guests complete missions at a landmark to win the objective. Usually each episode will also have an over-arching theme or story. Each episode…",https://i.mydramalist.com/ElxOQc.jpg
TASTE OF LOVE,South Korea,2018,23,7.5,"A celebrity and non-celebrity date for 100 days, under contract. After the 100 days has passed, the couple decide whether they want to continue dating or not. (Source: wikipedia)",https://i.mydramalist.com/B2vBbc.jpg
NU'EST ROAD,South Korea,2019,4,9,'NU'EST Road' is a reality show that features all five members go on a friendship journey to discover unknown travel destinations and create precious memories together. (Source: allkpop),https://i.mydramalist.com/0pwp6c.jpg
BOSS IN THE MIRROR,South Korea,2019,,,Korean celebrity-bosses go through self-examinations to create better working environment for their employees.,https://i.mydramalist.com/enYjnc.jpg
CRAZY WARDROBE: SEASON 1,China,2017,10,8.5,"Crazy Wardrobe is a fashion-variety-reality show where they would solve people's daily troubles of picking clothes and enhancing their confidence in their fashion style. (Source: Baidu, translated by BLynn)",https://i.mydramalist.com/qOYP5c.jpg
PLAYLIST BY DAY6,South Korea,2019,4,9.4,DAY6 members make playlists for different situations.,https://i.mydramalist.com/RABLzc.jpg
SATURDAY NIGHT LIVE KOREA: SEASON 2,South Korea,2012,8,8,A South Korean late-night live television sketch comedy and variety television program broadcast on general service cable channel tvN. It is adapted from the long-running American TV show Saturday Night Live on NBC.,https://i.mydramalist.com/Xwdlwc.jpg
THE MASK SINGER THAILAND: SEASON 1,Thailand,2016,20,,"The Mask Singer is a Thai singing competition program presented by Kan Kantathavorn. The contestants are broken up into four groups, each group containing 8 masked celebrities. Each episode consists of two pairs of battling…",https://i.mydramalist.com/qOWQdc.jpg
THE MASK SINGER THAILAND: SEASON 2,Thailand,2017,20,,"The Mask Singer is a Thai singing competition program presented by Kan Kantathavorn. The contestants are broken up into four groups, each group containing 8 masked celebrities. Each episode consists of two pairs of battling…",https://i.mydramalist.com/RAjYVc.jpg
THE MASK SINGER THAILAND: SEASON 3,Thailand,2017,20,,"The Mask Singer is a Thai singing competition program presented by Kan Kantathavorn. The contestants are broken up into four groups, each group containing 8 masked celebrities. Each episode consists of two pairs of battling…",https://i.mydramalist.com/Xw2Aqc.jpg
THE MASK SINGER THAILAND: SEASON 4,Thailand,2018,20,,"The Mask Singer is a Thai singing competition program presented by Kan Kantathavorn. The contestants are broken up into four groups, each group containing 8 masked celebrities. Each episode consists of two pairs of battling…",https://i.mydramalist.com/Elxkzc.jpg
THE MASK PROJECT A,Thailand,2018,15,,,https://i.mydramalist.com/B2B76c.jpg
THE MASK LINE THAI,Thailand,2018,20,,,https://i.mydramalist.com/jXqjyc.jpg
THE MASK THAI LITERATURE,Thailand,2019,20,,,https://i.mydramalist.com/Elxv7c.jpg
SATURDAY NIGHT LIVE KOREA: SEASON 3,South Korea,2012,15,8,A South Korean late-night live television sketch comedy and variety television program broadcast on general service cable channel tvN. It is adapted from the long-running American TV show Saturday Night Live on NBC.,https://i.mydramalist.com/B2dR1c.jpg
SATURDAY NIGHT LIVE KOREA: SEASON 4,South Korea,2013,38,,A South Korean late-night live television sketch comedy and variety television program broadcast on general service cable channel tvN. It is adapted from the long-running American TV show Saturday Night Live on NBC.,https://i.mydramalist.com/enYDec.jpg
SATURDAY NIGHT LIVE KOREA: SEASON 5,South Korea,2014,35,,A South Korean late-night live television sketch comedy and variety television program broadcast on general service cable channel tvN. It is adapted from the long-running American TV show Saturday Night Live on NBC.,https://i.mydramalist.com/x2PAqc.jpg
SATURDAY NIGHT LIVE KOREA: SEASON 6,South Korea,2015,32,8,A South Korean late-night live television sketch comedy and variety television program broadcast on general service cable channel tvN. It is adapted from the long-running American TV show Saturday Night Live on NBC.,https://i.mydramalist.com/jXqWyc.jpg
SATURDAY NIGHT LIVE KOREA: SEASON 7,South Korea,2016,18,8,A South Korean late-night live television sketch comedy and variety television program broadcast on general service cable channel tvN. It is adapted from the long-running American TV show Saturday Night Live on NBC.,https://i.mydramalist.com/B2Bpqc.jpg
SATURDAY NIGHT LIVE KOREA: SEASON 8,South Korea,2016,17,8,A South Korean late-night live television sketch comedy and variety television program broadcast on general service cable channel tvN. It is adapted from the long-running American TV show Saturday Night Live on NBC.,https://i.mydramalist.com/RAjerc.jpg
SATURDAY NIGHT LIVE KOREA: SEASON 9,South Korea,2017,33,8,A South Korean late-night live television sketch comedy and variety television program broadcast on general service cable channel tvN. It is adapted from the long-running American TV show Saturday Night Live on NBC.,https://i.mydramalist.com/jXqWbc.jpg
MY LITTLE ONE 2,China,2019,12,7.3,,https://i.mydramalist.com/2OovRc.jpg
ATEEZ: LONG JOURNEY,South Korea,2019,4,9.3,"ATEEZ: Long Journey gives us a closer look on ATEEZ's first ever Europe tour. The episodes are filled with interviews,behind the scenes footage from different concert venues and footage of how the boys spent their free…",https://i.mydramalist.com/jXqRBc.jpg
SUPER JUNIOR'S ONE FINE DAY,South Korea,2014,4,8.9,"Super Junior's members Leeteuk, Eunhyuk and Donghae are going to Switzerland for their trip.",https://i.mydramalist.com/Z15g8c.jpg
IZ*ONE ARCADE,South Korea,2019,10,8.6,,https://i.mydramalist.com/jXyPwc.jpg
300 X2,South Korea,2019,8,,“300 X2” is a show that creates epic collaborations between musicians and fans in the form of sing-along performances. The program will interview some of the fans and celebrities who have been chosen for the session…,https://i.mydramalist.com/4pmgZc.jpg
UNLIMITED SONG SEASON,China,2018,14,,"This is a reality TV show by Jiangsu Satellite TV, a professional musician and non-professional musicians to create new music. Currently, the official lineup of the ""Songs and Scholars"" guest lineup - Zhang Shaogang,…",https://i.mydramalist.com/2OmN2c.jpg
UHSN,South Korea,2019,9,8.9,Mnet brings a group of foreign girls who love k-pop together to learn the art of kpop and create a project girl group out of them.,https://i.mydramalist.com/jXj88c.jpg
UZZU TAPE,South Korea,2016,75,,,https://i.mydramalist.com/Z1zJjc.jpg
WOT :: WISH ON TREE,South Korea,2019,,,,https://i.mydramalist.com/enwZKc.jpg
LIVEONE: GFRIEND SUNNY SUMMER,South Korea,2018,1,8.8,"In this LiveOn episode, the girls sang ""Time for the Moon Night"", ""Vacation"" and ""Sunny Summer"". They also read and aswered some fan's questions",https://i.mydramalist.com/Elvezc.jpg
MY MAD BEAUTY 3,South Korea,2019,11,7.8,"Korean beauty products and trends can be hard to keep up with but it doesn’t have to be that way. Join top model, Han Hye Jin, Park Na Rae, Lovelyz’s Lee Mi Joo, and Weki Meki’s Choi Yoo Jung as they explore the…",https://i.mydramalist.com/kJ7odc.jpg
HELLO CIX,South Korea,2019,10,9.2,Hello CIX is a reality show premiering on VLive which stars the members of the boy group CIX under C9 entertainment ahead of their debut later this year. The show will be a natural portrayal across 10 episodes of the…,https://i.mydramalist.com/RA0Ezc.jpg
LET'S GO! REAL TRIP: THREE DELICIOUS MAN,South Korea,2019,12,10,Three guys are travelling around South Korea to taste diffrent kinds of food.,https://i.mydramalist.com/pv7E8c.jpg
JUS2 MOMENTS,South Korea,2019,7,9.2,,https://i.mydramalist.com/2O4w2c.jpg
ASTRO AMIGO TV,South Korea,2018,3,8.9,,https://i.mydramalist.com/ElJ45c.jpg
"GOT7 MONOGRAPH ""SPINNING TOP : BETWEEN SECURITY AND INSECURITY""",South Korea,2019,4,9.5,The behind the scenes of the filming of GOT7's album 'Spinning Top : Between Security & Insecurity',https://i.mydramalist.com/rmqZZc.jpg
GOT7 PAGE,South Korea,2019,22,9.5,,https://i.mydramalist.com/0p0gYc.jpg
CABIN CREW,South Korea,2019,12,,"A flight attendant is considered as a dream job because it requires traveling all around the world, but that's not all of the job descriptions. The show features four celebrities challenging to experience the real work…",https://i.mydramalist.com/jXX48c.jpg
MYTEEN SHOW,South Korea,2016,107,9,Show on official MYTEEN YT channel which takes us behind the scene of members' everyday life.,https://i.mydramalist.com/kJEo8c.jpg
1TEAM TRIP,South Korea,2019,6,9.6,1TEAM on their first holiday trip together.,https://i.mydramalist.com/2O3VVc.jpg
KWON HYUN BIN BEGINS,South Korea,2019,8,9.5,Everything about Kwon Hyun Bin’s solo debut.,https://i.mydramalist.com/ElrJzc.jpg
SUPER KINDERGARTEN,China,2018,12,9,"Super Kindergarten is a show where 5 singers and actors will become teachers of the kindergarten. Parents of the children and educational experts will be evaluating their progress as teachers. (Source: Baidu, translated…",https://i.mydramalist.com/4pkRKc.jpg
LAW OF THE JUNGLE IN MYANMAR,South Korea,2019,10,9.1,Law of the Jungle is a South Korean reality-documentary show that airs on SBS. Each episode features celebrities sent to survive in remote locations around the world.,https://i.mydramalist.com/1prYKc.jpg
THAT DAY: KOREAN INDEPENDENCE,South Korea,2016,10,10,"The reason Korea is able to be a part of the world’s economic power is because of the independence fighters who gave up their lives to reclaim the country that was taken from them. This special series titled ""That…",https://i.mydramalist.com/rmOEmc.jpg
SPIRIT OF KOREA,South Korea,2016,8,10,"Reflecting upon the noble spirit of the sages who existed throughout Korea’s history of five thousand years, we seek to introduce their silent yet deep voices, which can also provide directions to the people who have…",https://i.mydramalist.com/6p82Pc.jpg
SURFING HOUSE,South Korea,2019,,,“Surfing House” is a reality program that revolves around the actors running a guest house and providing guests with surf lessons as well as a comfortable place to stay. Non-celebrities of various ages and occupations…,https://i.mydramalist.com/Bxoj7c.jpg
TWO KIDS ROOM VOL 4,South Korea,2019,10,9.4,Season 4 of Stray Kids TV Show,https://i.mydramalist.com/Wmgw5c.jpg
HISTORY TRIVIA,South Korea,2015,50,,"A fun, history program that takes a look at some interesting facts that are not widely known or are often misunderstood. We approach history from an easy, interesting perspective for all. (Source: Arirang TV)",https://i.mydramalist.com/6p8Vdc.jpg
YOO QUIZ ON THE BLOCK SEASON 2,South Korea,2019,33,9.5,"The new season returns with an upgrade to the quiz. The question bank consists of keyword cards, and the challenger chooses one to answer the card's question. If the challenger answers correctly he/she wins ₩1,000,000…",https://i.mydramalist.com/wnVYNc.jpg
KOREA: OUR STORIES,South Korea,2016,34,10,Each person in this documentary mini series talk about how important is Korea and what the country mean in their respectives point of view,https://i.mydramalist.com/kJVZkc.jpg
MASTERPIECE OF GENERATION,South Korea,2016,5,10,"In this day and age when so many young people are without jobs and small business owners are losing ground every day, there are people with stories that we must pay attention to. These stories are about excellent craftsmanship…",https://i.mydramalist.com/kJVLrc.jpg
THE CHAMBER,South Korea,2019,15,,"After the slowest pace in six years in 2018, Korea's economy is expected to experience more sluggish growth in 2019. President Moon Jae-in officially set the economy as a top priority for the third year of his term,…",https://i.mydramalist.com/QjpeQc.jpg
WE GREW UP,China,2019,10,8.6,"Tencent Video launched the first two-child family reality show, ""We Grew Up."" A group of two children from different families face and solve problems at different stages with different adult celebrities.",https://i.mydramalist.com/qOAPdc.jpg
INTRO: CLÉ 2: YELLOW WOOD,South Korea,2019,1,9.5,"Stray Kids introduction documentary for their upcoming mini album "" Clé 2: YELLOW WOOD""",https://i.mydramalist.com/QjmL5c.jpg
VIXX TV 3,South Korea,2019,10,9.8,,https://i.mydramalist.com/B2mk1c.jpg
CHOISKZ,South Korea,2019,3,9.4,ChoiSKZ will be a show where Stray Kids will pick their paths. It is somehow connected with the Clé Series theme which is about choosing what path they're going to embark. The is a combination of Choice and Stray Kids…,https://i.mydramalist.com/x2OAjc.jpg
BPM - BEST PEOPLE'S MUSIC,Japan,2016,,,"A talk show in which the host (EXILE , EXILE THE SECOND 's member Keiji Kuroki) invites music artists for an interview and a performance. Usually 1 or 2 guests are invited per episode.",https://i.mydramalist.com/6pLnWc.jpg
GAME SHOW,South Korea,2016,50,,A video game variety show with celebrity hosts that aims to create a healthy gaming culture. Kim Heechul and other celebrity show hosts introduce and play a variety of video games as they demonstrate how video games…,https://i.mydramalist.com/2ODq7c.jpg
WANNA PLAY? GG,South Korea,2019,12,,A celebrity game team competes against high school students from around the country at various kinds of games.,https://i.mydramalist.com/Z1ovYc.jpg
THE RAP OF CHINA: SEASON 3,China,2019,12,7.6,"The Rap of China (R!CH) is a Chinese reality rap music competition show produced by iQiYi. Throughout the competition, the contestants are being trained by the five celebrity music producers, who are G.E.M. Tang, Kris…",https://i.mydramalist.com/XwbgOc.jpg
BUZZ RHYTHM,Japan,2015,,,A music program hosted by Bakarhythm that combines a talk show and live performances. Airs weekly and features around 3 to 4 artists.,https://i.mydramalist.com/1pgPzc.jpg
MASTER IN THE HOUSE,China,2019,,10,"In this program the boy group NEX7 visit the homes of successful artists, where they usually stay 2 days and learn from their masters, in order to gain more knowledge and wisdom.",https://i.mydramalist.com/enoJpc.jpg
STAR ROAD: AB6IX,South Korea,2019,14,9.2,AB6IX go onto OSEN's Star Road to play games and eat together.,https://i.mydramalist.com/enjj8c.jpg
RAMPAGING 20'S,China,2019,8,,,https://i.mydramalist.com/RAXzYc.jpg
N',South Korea,2017,120,9.3,A short TV show like documentary to follow NCT in their univers.,https://i.mydramalist.com/enxOpc.jpg
"LET’S GO, MAN SOO RO",South Korea,2019,,7.9,This variety show follows Kim Soo Ro as he personally meets the soccer players that belong to his newly purchased football club known as the Chelsea Rovers. The show will show how he learns how to lead the club as its…,https://i.mydramalist.com/B2Dgzc.jpg
CAMPING CLUB,South Korea,2019,11,7.3,"On Camping Club, Lee Hyo Ri, Ock Joo Hyun, Lee Jin, and Sung Yu Ri will travel around the country, share their thoughts, and decide if they want to perform together for their 21st debut anniversary. (Source: Soompi)",https://i.mydramalist.com/qO3gzc.jpg
RUN.WAV,South Korea,2019,,7.5,"A storytelling music talk show with that'll let the audience members see the more artistic side of K-pop idol stars, by bring their own self-written and self-composed tracks. Idols and artists from the indie and hip…",https://i.mydramalist.com/ElZkzc.jpg
THE COMING ONE 3,China,2019,12,8.9,,https://i.mydramalist.com/ddZbAc.jpg
STUDIO VIBES,South Korea,2019,8,8,Ten young musicians move together and are left to do whatever they want during the month the show is filmed with the hope they would create music together and find love in an unregulated environment.,https://i.mydramalist.com/qOldDc.jpg
CHINESE RESTAURANT 3,China,2019,12,9.4,"Season 3 of Hunan TV's variety show Chinese Restaurant is back with cast members Xiaoming, Hailu, Junkai, Yangzi and Dylan. The cast members work together to run Chinese Restaurant in Taormina, Italy.",https://i.mydramalist.com/pvRlEc.jpg
JINSOUL TV,South Korea,2019,3,9.6,"Jinsoul TV is a vlog series that follows Jinsoul, a member of South Korean girl group LOONA, with behind the scenes footage of the group through her eyes.",https://i.mydramalist.com/Qjye4c.jpg
SOME VIVAL 1+1,South Korea,2019,20,7.6,Reality show where contestants will find love in a mart. It is a unique concept where contestants with similar taste are paired. Contestants who fail to find a match are eliminated making the last two to survive a match.,https://i.mydramalist.com/qORd2c.jpg
MMMTV5,South Korea,2019,6,10,Mamamoo Tv season 5: The Everyday life of Beagle idols.,https://i.mydramalist.com/1pAlzc.jpg
LOVE STORY,South Korea,2019,8,,All 5 NU'EST members together after the release of new album Happily Ever After.,https://i.mydramalist.com/RA4wxc.jpg
PLAYER 7,South Korea,2019,11,8.7,"“Player” is a program where people have to hold in their laughter while carrying out their individual duties in situations where they’re not allowed to laugh. If they fail to hold back their laughter, water will…",https://i.mydramalist.com/RApErc.jpg
IQS: SEASON 2,South Korea,2019,1,8.5,,https://i.mydramalist.com/kJP3rc.jpg
NCT 127 TEACH ME JAPAN!,Japan,2019,,10,,https://i.mydramalist.com/qORZBc.jpg
GUESS MY NEXT MOVE V2,South Korea,2019,7,9,"Acquaintances of a celebrity (friends, managers, parents, siblings, etc.) are invited to answer a quiz about the celebrity to see if they know him/her as well as they think they do. For instance, they will have to watch…",https://i.mydramalist.com/dd3X0c.jpg
HIGH SCHOOL STYLE ICON,South Korea,2019,7,7.8,13 highschool students compete in different fashion challenges. Who is the best at styling?,https://i.mydramalist.com/B2l76c.jpg
WAYV DREAM PLAN,China,2019,12,9.6,WayV will be completing challenges throughout the show.,https://i.mydramalist.com/XwRbZc.jpg
NCT MINI GAME HEAVEN,South Korea,2018,4,9.7,NCT members playing mini games,https://i.mydramalist.com/ddkj5c.jpg
ONE DREAM. TXT,South Korea,2019,8,9.5,ONE DREAM.TXT is a program that will give a behind-the-scenes look at TXT in the United States for 30 days while on their showcase tour. The members will show their professionalism when working but also the naturalness…,https://i.mydramalist.com/ddNdbc.jpg
OVER 2PM,South Korea,2018,3,9,,https://i.mydramalist.com/qONgPc.jpg
H24I,South Korea,2019,5,10,Lee Hi’s reality tv show showing her first comeback for 3 years with the title song NO ONE.,https://i.mydramalist.com/0pJgOc.jpg
KEY'S KNOW-HOW,South Korea,2015,16,9.3,,https://i.mydramalist.com/B2nA6c.jpg
TETSUKO'S ROOM,Japan,1976,,,Kuroyanagi Tetsuko hosts the world's longest running talk show. It is seen a status mark in celebrities careers.,https://i.mydramalist.com/wnXZbc.jpg
4 WHEELED RESTAURANT USA,South Korea,2019,12,8.7,The show presents various Korean chefs cooking in the country their cuisine originated from. The aim is to see if their cooking is accepted in the origin country as if it was in Korea.,https://i.mydramalist.com/enQxYc.jpg
BIG PICTURE: SEASON 3,South Korea,2019,56,,"With PD Yeo Woon Hyuk (formerly of Knowing Bros, Knee-Drop Guru, Infinite Challenge and others) in charge, Big Picture Season 3 is back again with Haha & Kim Jong Kook's blockbuster-scale ideas that result in unexpected…",https://i.mydramalist.com/B2Eg6c.jpg
WE K-POP,South Korea,2019,13,8.9,"K-Pop is now enjoyed by the people all around the globe. An in-depth variety show where K-Pop stars perform, talk and greet their fans. 'We K-pop' - of the fans, by the fans, for the fans. It the global showcase, for…",https://i.mydramalist.com/0bwZ4c.jpg
SHOW ME THE MONEY: SEASON 8,South Korea,2019,10,8.5,"The format of each season varies, but generally consists of contestants going head to head in a series of challenges until only one rapper remains. The show includes a mixture of rookie and experienced rappers, with…",https://i.mydramalist.com/pvLNrc.jpg
XIUMIN'S UNOFFICIAL BUCKET LIST AND VLOG,South Korea,2019,4,9.8,A special run on vLive+ of behind the scenes and extras of Sim For You.,https://i.mydramalist.com/B24Eqc.jpg
MONSTA X'S PUPPY DAY,South Korea,2019,10,9,"Members will show their own personalities and charms while interacting with the puppies. At this occasion too, fans will be further introduced to the new bear-shaped characters (made in collaboration with TWOTUCKGOM).…",https://i.mydramalist.com/QjAWAc.jpg
GOT2DAY,South Korea,2019,21,9.6,Fourth season of GOT2DAY. A YouTube series that each member of GOT7 participate in an open talk with each of the other members.,https://i.mydramalist.com/pvbx8c.jpg
IMFACT ALIVE,South Korea,2015,140,8.5,A series depicting IMFACT's lives as K-pop idols. Watch as they prepare for concerts backstage and engage in other activities as a group.,https://i.mydramalist.com/en24Ec.jpg
FRIEND.SHIP WITH KRIST-SINGTO,Thailand,2019,,9.3,,https://i.mydramalist.com/en6jpc.jpg
OUR CONCERT,China,2019,,,"""Our Concert"" is a piece of original music reality show that Banana Entertainment launched in 2019. The theme of the show is ""Being with you, the dream is closer"", aiming to strive for the dream of creating high-quality…",https://i.mydramalist.com/jXDA8c.jpg
ROAST: SEASON 3,China,2018,10,,"Roast is a chinese talk show produced by Tencent video. Each week, a celeb , known for his ""tags"", is invited with some guests. There will diss/roast each other during the whole episode. At the end, the main guest will…",https://i.mydramalist.com/1pW8Rc.jpg
V-1,South Korea,2019,3,,“V-1” will be a girl group vocalist survival program that picks the best “Vocal Queen” among Korea’s girl group members. The title is a combination of the letter “V” from “Vocal” and the number “1”…,https://i.mydramalist.com/ElWL0c.jpg
HEART SIGNAL 2,China,2019,10,8.2,"Victoria Song , Yang Chaoyue, Zheng Kai, and Rainie Yang meet their new housemates in a variety show that’s sure to get intense! Brought together at “Signal House”, eight strangers are forced to live together while…",https://i.mydramalist.com/Qjqw4c.jpg
THE BARBER OF SEVILLE,South Korea,2019,10,8.4,"The best barber and hairdresser in Korea visit Seville in Spain, the stage of great opera, 'The Barber of Seville.' The brisk sounds of scissors and gentle blow from blowers fill the air. Divided into two teams, a barbershop…",https://i.mydramalist.com/rmJ6Nc.jpg
THE NIGHT OF HATE COMMENTS,South Korea,2019,20,8.5,"The show's four hosts, Shin Dong Yup, Kim Sook, Kim Jong Min, and Sulli welcome a celebrity guest each week to discuss their reactions to hateful comments, malicious rumors, and cyberbullying they have encountered online.…",https://i.mydramalist.com/qOXb8c.jpg
THE FRIENDS IN ADRIATIC SEA,South Korea,2017,5,8,"For the past eight seasons, “The Friends” has sent some of Korea’s top celebrities on an overseas friendship travel/holiday trip! This time, Korea’s beloved female idol group GFriend sets off for an exciting…",https://i.mydramalist.com/4plBwc.jpg
THE FRIENDS IN COSTA RICA,South Korea,2016,4,,"Facinating beach, variety kinds of wild animals in mystrious jungle with exciting outdoor activities! Three friends are in Costa Rica , the land of the highest happiness index and coffee. Best friends and musicians Eric…",https://i.mydramalist.com/qOXEdc.jpg
THE FRIENDS IN CHIANG MAI,South Korea,2015,4,,"Join actors Joon Park, Danny Ahn, and Ryohei Otani, as they travel around the best sights in Chiang Mai and Chiang Rai, Thailand. Get lost in the cultural and natural wonderland of Northern Thailand, as they explore…",https://i.mydramalist.com/B2KeAc.jpg
GOT7 GOLDEN KEY,South Korea,2019,27,9.6,'Golden Key' is a communication program with the fans. GOT7 has volunteered to go on a trip to communicate with their fans. We can see how the GOT7 Mark and Youngjae expresses their thanks to ahgases (their fans).,https://i.mydramalist.com/Z1xDWc.jpg
WHO IS SINGLE?,Thailand,2016,135,,"A game show helping single Thai women look for their perfect match. With the host and judges, the leading lady will have to not only pick the perfect match, but guess who is single, taken, or apart of the LBTQ+ community.…",https://i.mydramalist.com/RAVDYc.jpg
REWIND,South Korea,2019,12,7.5,"A new type of game show program based on the concept of 'Retro', which has recently become a major trend.",https://i.mydramalist.com/Wm45mc.jpg
STAR ROAD: BAEKHYUN,South Korea,2019,6,9.3,"Star Road is a show by OSEN where K-Pop idols show off charms and skills that they haven't previously; this short series focuses on EXO's Baekhyun and the release of his first solo album ""City Lights"" with its title…",https://i.mydramalist.com/Wm4NRc.jpg
FAIRY TALES UNDER THE STARS,China,2019,10,,"A reality show for children's music fairy tale performances. The cute fairy tale is interpreted by Meng Wa, depicting the fairy tale world in the heart, opening the fairy tale memory of generations, and writing fairy…",https://i.mydramalist.com/ElXpWc.jpg
LOVE CATCHER 2,South Korea,2019,8,8.5,"“Love Catcher” is a new concept of love survival that deals with the subtle psychology of young men and women who fall in love but doubt love at the same time. Unlike traditional love programs, which only created…",https://i.mydramalist.com/x2L3Xc.jpg
OFF GUN FUN NIGHT SEASON 2,Thailand,2019,,9.3,"Don't forget your blanket and pillow as we welcome back another season of Off Gun Fun Night! The 12th and 24th of every month a new episode filled with special guests and games will commence, hosted by Off and Gun. (Source:…",https://i.mydramalist.com/XwoWJc.jpg
SING! CHINA 2019,China,2019,,,,https://i.mydramalist.com/QjOYYc.jpg
MYTEEN GO,South Korea,2017,7,10,MYTEEN GO is a pre-debut variety show for the kpop group MYTEEN. The name of the show was later used as the name of their debut album.,https://i.mydramalist.com/jXm6vc.jpg
EVERYONE'S KITCHEN,South Korea,2019,11,9,"The program mainly focuses on ""Social Dining"", which is what was lacking a lot following an increase in small families and single families. Kang Ho Dong, the main protagonist of the show, has only been eating together…",https://i.mydramalist.com/Z1KbLc.jpg
NO FOUNDATION YOUTH TRIP: SEASON 1,South Korea,2017,7,9.8,,https://i.mydramalist.com/enAQYc.jpg
NO FOUNDATION YOUTH TRIP: SEASON 2,South Korea,2017,7,9.8,,https://i.mydramalist.com/4pZLwc.jpg
AB6IX DINGO: LOYALTY GAMES,South Korea,2019,6,10,"Dingo takes AB6IX on a road trip, with many missions to bring the members even closer!",https://i.mydramalist.com/x20B3c.jpg
VCAM,South Korea,2017,89,,,https://i.mydramalist.com/Elq27c.jpg
KIM YOO JUNG’S HALF HOLIDAY IN ITALY,South Korea,2019,,,“Kim Yoo Jung’s Half Holiday in Italy” is a traveling variety show and chronicles Kim Yoo Jung’s adventures around Italy. The show will showcase Kim Yoo Jung as a tourist in Italy and even as a part-time worker…,https://i.mydramalist.com/2OyJPc.jpg
EXTREME A.C.E,South Korea,2019,6,10,The members of A.C.E do extreme sports,https://i.mydramalist.com/B2J41c.jpg
WE'LL MAKE YOU FEEL BETTER,South Korea,2019,6,,A reality TV show of the k-pop girl group Nature.,https://i.mydramalist.com/rmK8jc.jpg
TRAVEL WITHOUT MANAGER,South Korea,2016,8,8,"EXO's Xiumin and Chen go on a trip without their managers and enjoy a day without constant pressure while promoting lesser known parts of South Korea. Travel Without Managers is a web-series, which is a collaboration…",https://i.mydramalist.com/RAvXrc.jpg
SEOULMATE SEASON 3,South Korea,2019,,,"Third season of ""SeoulMate"". Third season adds completely new casting prior to previous seasons. Korean celebrities welcome regular foreigners to visit their house. During their stay in Korea they will act as the host,…",https://i.mydramalist.com/WmpYPc.jpg
THREE MEALS A DAY: MOUNTAIN VILLAGE,South Korea,2019,10,8.9,"“Three Meals a Day – Mountain Village” will follow Yum Jung Ah, Yoon Se Ah, and Park So Dam as the first all-female cast as they head off to a quiet home in the mountains of Gangwon province. As this will be the…",https://i.mydramalist.com/Qj3rgc.jpg
NEIGHBORHOOD ALBUM,South Korea,2019,,,"In 'Neighborhood Album', the cast members will travel to remote neighborhoods hidden throughout South Korea to discover hidden songs which hold meaning or significant in unique neighborhoods. Various songs discovered…",https://i.mydramalist.com/4pn6Jc.jpg
BAEK JONG WON'S TOP 3 CHEF KING,South Korea,2015,94,,,https://i.mydramalist.com/0p36kc.jpg
IDOL LEAGUE : AB6IX,South Korea,2019,6,9.5,"The absolute 5 boys, AB6IX, surprisingly visits Idol League! Rookie monster who achieved first place on music show just two weeks after debut – AB6IX! 5 members with 5 colours, self-introduction with characteristics!…",https://i.mydramalist.com/RA6ZYc.jpg
URBAN COPS : KCSI,South Korea,2019,,8.4,"Urban Cops : KCSI returns with four rookie detectives, Chun Jung Myoung, Jo Jae Yun, Kim Min Jae, and Lee Tae Hwan. They join the Forensic Investigation Unit of the Seoul Metropolitan Police Agency. The Korean forensic…",https://i.mydramalist.com/2O6D7c.jpg
WE ARE NOT AT HOME TOMORROW,China,2018,8,,,https://i.mydramalist.com/RA6Koc.jpg
FOOD TRUCK BATTLE SEASON 1,Thailand,2019,12,8.8,"Two Teams compete against each other on food trucks while representing their countries (Korea for Yeeun and Taehyun, Thailand for James and Kitty)",https://i.mydramalist.com/vWV28c.jpg
SIGN HERE,South Korea,2019,12,9.3,"“Sign Here” aims to discover artists with wide-ranging talent — including rap, vocal, producing, and performing — to lead the next generation of hip hop in Korea as the newest member of AOMG. (Source: Soompi)",https://i.mydramalist.com/RA61Ec.jpg
LOONA TV PREQUEL,South Korea,2016,16,9.5,,https://i.mydramalist.com/Wm2V3c.jpg
ME7NAM,South Korea,2016,10,8.7,Me7Nam is a variety show for the kpop group Victon.,https://i.mydramalist.com/6p6mOc.jpg
IDOL RADIO,South Korea,2018,355,8.8,Idol Radio is a South Korean radio show created by MBC Radio specially for idols. It is listenable through MBC Standard FM and watchable through Naver V Live. (Source : Wikipedia),https://i.mydramalist.com/rm43pc.jpg
HELLO! 1TEAM TV: SEASON 2,South Korea,2019,9,9.8,,https://i.mydramalist.com/vW0Qgc.jpg
OH! MY CRAZY IDOL,South Korea,2018,24,,Oh! My Crazy Idol is a variety show that features different idol groups as guests and lets them play fun games that help fans get to know them more.,https://i.mydramalist.com/2OpNWc.jpg
EVERGLOW LAND,South Korea,2019,5,9.9,,https://i.mydramalist.com/RA1Dzc.jpg
